Side,Shoulder_Angle,Elbow_Angle,Hip_Angle,Knee_Angle,Ankle_Angle,Shoulder_Ground_Angle,Elbow_Ground_Angle,Hip_Ground_Angle,Knee_Ground_Angle,Ankle_Ground_Angle,Label
left,20.65375042401101,163.14743201835714,170.58116087958618,167.91032620499507,166.28082865305055,8.952900910097654,7.903819424978398,2.2902503880987917,14.377002304281156,0.6832128874003284,Bicep Curl
left,19.522458313260138,166.23516738057452,162.39774518304853,31.427415867133057,65.99877554233508,8.37576820963986,5.398369735468713,6.4574577532107575,142.11711619040284,28.120094851378695,Bicep Curl
left,17.27817240969943,56.775615205680865,165.30218073153392,168.652763939675,174.3750772996758,7.875291373616979,115.34653448537756,5.297114832377872,6.0551268129804505,0.4781071977399226,Bicep Curl
left,12.330396172273,3.4836995972754425,171.00767206018935,172.5840977725884,173.74474261502283,5.042797311028153,178.42852769080926,1.7076873432429915,5.714447188250797,0.5758846840014814,Bicep Curl
left,10.275187940222928,3.0317772123845725,171.7885494555075,173.78885080024668,175.69737267824885,3.639544531125111,179.370604420443,1.5785747775587253,4.638952249915731,0.38835064834716976,Bicep Curl
left,8.794174640759664,1.0679399144831607,173.57922696000452,176.44915290152665,179.4523775271176,2.9502457143495895,178.11304011777307,0.5862455594177524,2.9787799635344983,3.529284619909954,Bicep Curl
left,8.781576191107902,1.9636661569931815,174.08204860387175,176.9882513683058,177.9670550992308,2.9743963503573205,178.98157405964284,0.15515973343417286,2.9060032091037975,4.940466358974946,Bicep Curl
left,8.55782711630437,1.046201392726561,174.53407204131778,177.96204150928529,175.44441924630416,2.946400135582725,178.0975769875003,0.1822401115617825,2.18936222660163,6.744817303926372,Bicep Curl
left,8.38207727643592,0.1570142155284329,175.07449233493062,178.68267818170662,175.2528138363162,2.8583030404075296,177.29827815326556,0.6098890320025832,1.9220049818150613,6.668357325363505,Bicep Curl
left,7.635168782005828,0.1267837510906538,175.7693829978323,179.71609122695233,171.7085687399115,2.7020565254617943,177.1707650595153,0.7130239201092793,0.4374615053736243,8.714849149964195,Bicep Curl
left,7.702458432102797,0.04176597124667463,175.681339243347,179.6685753279441,171.16733603483007,2.8352397872165573,177.12244332288805,0.5607676302264428,0.2492364984032163,9.054408110341116,Bicep Curl
left,7.828039114025434,0.07532157823788643,175.60058900470884,179.4480089841448,170.85606413392645,2.946992743437764,177.12788138056501,0.49486873750426696,0.13555134272970845,9.078142035390789,Bicep Curl
left,7.689915937246235,0.15234535014098113,174.50890193197787,179.74192295882963,169.6795039976316,2.9099093239966574,177.2417562476933,0.7162986911143023,0.46519192655845815,9.871824791713873,Bicep Curl
left,7.741235887062756,0.03970499089978575,173.82069698492,178.80148622923573,169.9373332158978,3.0526090547730558,176.9864164964277,1.4920162177209066,0.3120720517223834,9.774693930512576,Bicep Curl
left,8.107253988237888,0.22276715194089713,173.6339039985493,178.4505780072447,170.53605925064613,3.420314181369779,176.80160203519486,1.6804360159687484,0.17284252737597264,9.338151262454629,Bicep Curl
left,7.994358189866499,0.6933989149576549,173.71064046314623,178.23388467192478,171.82604382278026,3.33098591041213,177.3608320612392,1.6274714601639668,0.18396060455270344,8.318161363019993,Bicep Curl
left,8.43573990160623,0.26879619250302733,173.85846518983266,178.09033907757237,171.90888814517203,3.8981104863467957,176.36965342305407,1.605902447367442,0.3284181798460187,8.400586022388586,Bicep Curl
